pickupDate,returnDate,period,carClass,carType,dailyPrice,totalPrice
07/13/19,07/14/19,1,Economy,Mitsubishi Mirage,49.43,54.93
07/13/19,07/14/19,1,Compact,Nissan Versa,52.47,58.23
07/13/19,07/14/19,1,Midsize,Hyundai Elantra,53.32,59.25
07/13/19,07/14/19,1,Fullsize,Ford Fusion,58.69,65.33
07/13/19,07/14/19,1,Standard,VW Jetta,60.86,67.42
07/13/19,07/14/19,1,Midsize SUV,Toyota RAV4,70.66,78.45
07/13/19,07/14/19,1,Standard SUV,Ford Edge,83.07,92.87
07/13/19,07/14/19,1,Luxury,Cadillac XTS,86.53,96.44
07/13/19,07/14/19,1,Premium Special,Chrysler 300,104.49,115.52
07/13/19,07/14/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/13/19,07/14/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/13/19,07/14/19,1,7 Passenger Minivan,Dodge Grand Caravan,152.00,166.77
07/13/19,07/14/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/13/19,07/14/19,1,Sporty,Dodge Challenger,243.75,266.62
07/14/19,07/15/19,1,Economy,Mitsubishi Mirage,51.60,57.29
07/14/19,07/15/19,1,Compact,Nissan Versa,52.47,58.23
07/14/19,07/15/19,1,Midsize,Hyundai Elantra,54.48,60.51
07/14/19,07/15/19,1,Standard,VW Jetta,64.82,71.72
07/14/19,07/15/19,1,Fullsize,Ford Fusion,65.05,72.23
07/14/19,07/15/19,1,Midsize SUV,Toyota RAV4,70.66,78.45
07/14/19,07/15/19,1,Convertible,Ford Mustang Convertible,70.65,79.40
07/14/19,07/15/19,1,Premium,Nissan Maxima,73.54,81.94
07/14/19,07/15/19,1,Standard SUV,Ford Edge,82.93,92.72
07/14/19,07/15/19,1,Midsize Convertible,Mini Cooper Convertible,85.95,96.00
07/14/19,07/15/19,1,Luxury,Cadillac XTS,86.53,96.44
07/14/19,07/15/19,1,Premium Special,Chrysler 300,104.49,115.52
07/14/19,07/15/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/14/19,07/15/19,1,7 Passenger Minivan,Dodge Grand Caravan,190.00,208.00
07/14/19,07/15/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/14/19,07/15/19,1,Sporty,Dodge Challenger,243.75,266.62
07/15/19,07/16/19,1,Economy,Mitsubishi Mirage,48.87,54.32
07/15/19,07/16/19,1,Compact,Nissan Versa,49.83,55.37
07/15/19,07/16/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/15/19,07/16/19,1,Standard,VW Jetta,57.08,63.32
07/15/19,07/16/19,1,Fullsize,Ford Fusion,58.02,64.60
07/15/19,07/16/19,1,Premium,Nissan Maxima,69.33,77.37
07/15/19,07/16/19,1,Luxury,Cadillac XTS,86.45,96.35
07/15/19,07/16/19,1,Midsize SUV,Toyota RAV4,89.97,99.40
07/15/19,07/16/19,1,Standard SUV,Ford Edge,99.02,110.18
07/15/19,07/16/19,1,Premium Special,Chrysler 300,104.49,115.52
07/15/19,07/16/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/15/19,07/16/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/15/19,07/16/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/15/19,07/16/19,1,7 Passenger Minivan,Dodge Grand Caravan,190.00,208.00
07/15/19,07/16/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/15/19,07/16/19,1,Sporty,Dodge Challenger,243.75,266.62
07/16/19,07/17/19,1,Economy,Mitsubishi Mirage,52.21,57.95
07/16/19,07/17/19,1,Compact,Nissan Versa,53.99,59.88
07/16/19,07/17/19,1,Midsize,Hyundai Elantra,55.68,61.81
07/16/19,07/17/19,1,Fullsize,Ford Fusion,57.11,63.61
07/16/19,07/17/19,1,Standard,VW Jetta,57.38,63.65
07/16/19,07/17/19,1,Premium,Nissan Maxima,66.50,74.30
07/16/19,07/17/19,1,Convertible,Ford Mustang Convertible,70.65,79.40
07/16/19,07/17/19,1,Luxury,Cadillac XTS,82.02,91.54
07/16/19,07/17/19,1,Midsize SUV,Toyota RAV4,85.67,94.73
07/16/19,07/17/19,1,Midsize Convertible,Mini Cooper Convertible,85.95,96.00
07/16/19,07/17/19,1,Standard SUV,Ford Edge,86.61,96.71
07/16/19,07/17/19,1,Premium Special,Chrysler 300,104.49,115.52
07/16/19,07/17/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/16/19,07/17/19,1,7 Passenger Minivan,Dodge Grand Caravan,190.00,208.00
07/16/19,07/17/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/16/19,07/17/19,1,Sporty,Dodge Challenger,243.75,266.62
07/17/19,07/18/19,1,Economy,Mitsubishi Mirage,48.30,53.71
07/17/19,07/18/19,1,Midsize,Hyundai Elantra,51.51,57.29
07/17/19,07/18/19,1,Compact,Nissan Versa,51.73,57.43
07/17/19,07/18/19,1,Standard,VW Jetta,62.33,69.02
07/17/19,07/18/19,1,Fullsize,Ford Fusion,63.26,70.29
07/17/19,07/18/19,1,Midsize SUV,Toyota RAV4,66.74,74.19
07/17/19,07/18/19,1,Premium,Nissan Maxima,66.50,74.30
07/17/19,07/18/19,1,Standard SUV,Ford Edge,67.70,76.19
07/17/19,07/18/19,1,Convertible,Ford Mustang Convertible,70.65,79.40
07/17/19,07/18/19,1,Midsize Convertible,Mini Cooper Convertible,85.95,96.00
07/17/19,07/18/19,1,Luxury,Cadillac XTS,87.47,97.45
07/17/19,07/18/19,1,Premium Special,Chrysler 300,104.49,115.52
07/17/19,07/18/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/17/19,07/18/19,1,7 Passenger Minivan,Dodge Grand Caravan,152.00,166.77
07/17/19,07/18/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/17/19,07/18/19,1,Sporty,Dodge Challenger,243.75,266.62
07/18/19,07/19/19,1,Economy,Mitsubishi Mirage,49.50,55.01
07/18/19,07/19/19,1,Midsize,Hyundai Elantra,52.19,58.03
07/18/19,07/19/19,1,Compact,Nissan Versa,52.41,58.16
07/18/19,07/19/19,1,Fullsize,Ford Fusion,56.53,62.99
07/18/19,07/19/19,1,Standard,VW Jetta,56.78,63.00
07/18/19,07/19/19,1,Midsize SUV,Toyota RAV4,70.66,78.45
07/18/19,07/19/19,1,Convertible,Ford Mustang Convertible,70.65,79.40
07/18/19,07/19/19,1,Premium,Nissan Maxima,72.07,80.35
07/18/19,07/19/19,1,Standard SUV,Ford Edge,72.50,81.40
07/18/19,07/19/19,1,Luxury,Cadillac XTS,81.12,90.57
07/18/19,07/19/19,1,Midsize Convertible,Mini Cooper Convertible,83.88,93.75
07/18/19,07/19/19,1,Premium Special,Chrysler 300,104.49,115.52
07/18/19,07/19/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/18/19,07/19/19,1,7 Passenger Minivan,Dodge Grand Caravan,152.00,166.77
07/18/19,07/19/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/18/19,07/19/19,1,Sporty,Dodge Challenger,243.75,266.62
07/19/19,07/20/19,1,Economy,Mitsubishi Mirage,49.50,55.01
07/19/19,07/20/19,1,Compact,Nissan Versa,52.41,58.16
07/19/19,07/20/19,1,Midsize,Hyundai Elantra,53.31,59.24
07/19/19,07/20/19,1,Fullsize,Ford Fusion,56.53,62.99
07/19/19,07/20/19,1,Standard,VW Jetta,56.78,63.00
07/19/19,07/20/19,1,Midsize SUV,Toyota RAV4,71.54,79.40
07/19/19,07/20/19,1,Standard SUV,Ford Edge,72.50,81.40
07/19/19,07/20/19,1,Premium,Nissan Maxima,73.15,81.52
07/19/19,07/20/19,1,Luxury,Cadillac XTS,82.76,92.34
07/19/19,07/20/19,1,Premium Special,Chrysler 300,104.49,115.52
07/19/19,07/20/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/19/19,07/20/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/19/19,07/20/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/19/19,07/20/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/19/19,07/20/19,1,Sporty,Dodge Challenger,250.00,273.40
07/20/19,07/21/19,1,Economy,Mitsubishi Mirage,48.45,53.87
07/20/19,07/21/19,1,Compact,Nissan Versa,51.31,56.97
07/20/19,07/21/19,1,Midsize,Hyundai Elantra,52.19,58.03
07/20/19,07/21/19,1,Fullsize,Ford Fusion,57.74,64.30
07/20/19,07/21/19,1,Standard,VW Jetta,58.00,64.32
07/20/19,07/21/19,1,Midsize SUV,Toyota RAV4,69.99,77.72
07/20/19,07/21/19,1,Standard SUV,Ford Edge,70.95,79.72
07/20/19,07/21/19,1,Premium,Nissan Maxima,71.60,79.84
07/20/19,07/21/19,1,Luxury,Cadillac XTS,81.01,90.45
07/20/19,07/21/19,1,Premium Special,Chrysler 300,104.49,115.52
07/20/19,07/21/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/20/19,07/21/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/20/19,07/21/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/20/19,07/21/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/20/19,07/21/19,1,Sporty,Dodge Challenger,250.00,273.40
07/21/19,07/22/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/21/19,07/22/19,1,Compact,Nissan Versa,49.53,55.04
07/21/19,07/22/19,1,Midsize,Hyundai Elantra,51.35,57.11
07/21/19,07/22/19,1,Standard,VW Jetta,53.35,59.27
07/21/19,07/22/19,1,Fullsize,Ford Fusion,55.21,61.55
07/21/19,07/22/19,1,Premium,Nissan Maxima,66.50,74.30
07/21/19,07/22/19,1,Midsize SUV,Toyota RAV4,71.54,79.40
07/21/19,07/22/19,1,Standard SUV,Ford Edge,72.50,81.40
07/21/19,07/22/19,1,Luxury,Cadillac XTS,76.00,85.01
07/21/19,07/22/19,1,Premium Special,Chrysler 300,104.49,115.52
07/21/19,07/22/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/21/19,07/22/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/21/19,07/22/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/21/19,07/22/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/21/19,07/22/19,1,Sporty,Dodge Challenger,250.00,273.40
07/22/19,07/23/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/22/19,07/23/19,1,Compact,Nissan Versa,49.40,54.90
07/22/19,07/23/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/22/19,07/23/19,1,Standard,VW Jetta,53.20,59.11
07/22/19,07/23/19,1,Fullsize,Ford Fusion,55.10,61.43
07/22/19,07/23/19,1,Premium,Nissan Maxima,66.50,74.30
07/22/19,07/23/19,1,Luxury,Cadillac XTS,76.00,85.01
07/22/19,07/23/19,1,Midsize SUV,Toyota RAV4,78.85,87.33
07/22/19,07/23/19,1,Standard SUV,Ford Edge,88.92,99.22
07/22/19,07/23/19,1,Premium Special,Chrysler 300,104.49,115.52
07/22/19,07/23/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/22/19,07/23/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/22/19,07/23/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/22/19,07/23/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/22/19,07/23/19,1,Sporty,Dodge Challenger,250.00,273.40
07/23/19,07/24/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/23/19,07/24/19,1,Compact,Nissan Versa,49.40,54.90
07/23/19,07/24/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/23/19,07/24/19,1,Standard,VW Jetta,53.20,59.11
07/23/19,07/24/19,1,Fullsize,Ford Fusion,55.10,61.43
07/23/19,07/24/19,1,Premium,Nissan Maxima,66.50,74.30
07/23/19,07/24/19,1,Luxury,Cadillac XTS,76.00,85.01
07/23/19,07/24/19,1,Midsize SUV,Toyota RAV4,102.60,113.10
07/23/19,07/24/19,1,Premium Special,Chrysler 300,104.49,115.52
07/23/19,07/24/19,1,Standard SUV,Ford Edge,109.25,121.28
07/23/19,07/24/19,1,Midsize Convertible,Mini Cooper Convertible,125.24,138.63
07/23/19,07/24/19,1,Convertible,Ford Mustang Convertible,129.98,143.77
07/23/19,07/24/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/23/19,07/24/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/23/19,07/24/19,1,Sporty,Dodge Challenger,250.00,273.40
07/24/19,07/25/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/24/19,07/25/19,1,Compact,Nissan Versa,49.40,54.90
07/24/19,07/25/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/24/19,07/25/19,1,Standard,VW Jetta,53.20,59.11
07/24/19,07/25/19,1,Fullsize,Ford Fusion,55.10,61.43
07/24/19,07/25/19,1,Premium,Nissan Maxima,66.50,74.30
07/24/19,07/25/19,1,Luxury,Cadillac XTS,76.00,85.01
07/24/19,07/25/19,1,Midsize SUV,Toyota RAV4,102.60,113.10
07/24/19,07/25/19,1,Premium Special,Chrysler 300,104.49,115.52
07/24/19,07/25/19,1,Standard SUV,Ford Edge,106.92,118.75
07/24/19,07/25/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/24/19,07/25/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/24/19,07/25/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/24/19,07/25/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/24/19,07/25/19,1,Sporty,Dodge Challenger,250.00,273.40
07/25/19,07/26/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/25/19,07/26/19,1,Compact,Nissan Versa,49.40,54.90
07/25/19,07/26/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/25/19,07/26/19,1,Standard,VW Jetta,53.20,59.11
07/25/19,07/26/19,1,Fullsize,Ford Fusion,55.10,61.43
07/25/19,07/26/19,1,Premium,Nissan Maxima,66.50,74.30
07/25/19,07/26/19,1,Luxury,Cadillac XTS,76.00,85.01
07/25/19,07/26/19,1,Midsize SUV,Toyota RAV4,96.00,105.94
07/25/19,07/26/19,1,Premium Special,Chrysler 300,104.49,115.52
07/25/19,07/26/19,1,Standard SUV,Ford Edge,108.76,120.74
07/25/19,07/26/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/25/19,07/26/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/25/19,07/26/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/25/19,07/26/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/25/19,07/26/19,1,Sporty,Dodge Challenger,250.00,273.40
07/26/19,07/27/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/26/19,07/27/19,1,Compact,Nissan Versa,49.40,54.90
07/26/19,07/27/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/26/19,07/27/19,1,Standard,VW Jetta,53.20,59.11
07/26/19,07/27/19,1,Fullsize,Ford Fusion,55.10,61.43
07/26/19,07/27/19,1,Premium,Nissan Maxima,66.50,74.30
07/26/19,07/27/19,1,Luxury,Cadillac XTS,76.00,85.01
07/26/19,07/27/19,1,Midsize SUV,Toyota RAV4,81.70,90.42
07/26/19,07/27/19,1,Standard SUV,Ford Edge,93.10,103.75
07/26/19,07/27/19,1,Premium Special,Chrysler 300,104.49,115.52
07/26/19,07/27/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/26/19,07/27/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/26/19,07/27/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/26/19,07/27/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/26/19,07/27/19,1,Sporty,Dodge Challenger,250.00,273.40
07/27/19,07/28/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/27/19,07/28/19,1,Compact,Nissan Versa,49.40,54.90
07/27/19,07/28/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/27/19,07/28/19,1,Standard,VW Jetta,53.20,59.11
07/27/19,07/28/19,1,Fullsize,Ford Fusion,55.10,61.43
07/27/19,07/28/19,1,Premium,Nissan Maxima,66.50,74.30
07/27/19,07/28/19,1,Midsize SUV,Toyota RAV4,72.20,80.12
07/27/19,07/28/19,1,Luxury,Cadillac XTS,76.00,85.01
07/27/19,07/28/19,1,Standard SUV,Ford Edge,93.02,103.67
07/27/19,07/28/19,1,Premium Special,Chrysler 300,104.49,115.52
07/27/19,07/28/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/27/19,07/28/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/27/19,07/28/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/27/19,07/28/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/27/19,07/28/19,1,Sporty,Dodge Challenger,250.00,273.40
07/28/19,07/29/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/28/19,07/29/19,1,Compact,Nissan Versa,49.40,54.90
07/28/19,07/29/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/28/19,07/29/19,1,Standard,VW Jetta,53.20,59.11
07/28/19,07/29/19,1,Fullsize,Ford Fusion,55.10,61.43
07/28/19,07/29/19,1,Premium,Nissan Maxima,66.50,74.30
07/28/19,07/29/19,1,Luxury,Cadillac XTS,76.00,85.01
07/28/19,07/29/19,1,Midsize SUV,Toyota RAV4,78.85,87.33
07/28/19,07/29/19,1,Standard SUV,Ford Edge,92.61,103.22
07/28/19,07/29/19,1,Premium Special,Chrysler 300,104.49,115.52
07/28/19,07/29/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/28/19,07/29/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/28/19,07/29/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/28/19,07/29/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/28/19,07/29/19,1,Sporty,Dodge Challenger,250.00,273.40
07/29/19,07/30/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/29/19,07/30/19,1,Compact,Nissan Versa,49.40,54.90
07/29/19,07/30/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/29/19,07/30/19,1,Standard,VW Jetta,53.20,59.11
07/29/19,07/30/19,1,Fullsize,Ford Fusion,55.10,61.43
07/29/19,07/30/19,1,Premium,Nissan Maxima,66.93,74.77
07/29/19,07/30/19,1,Midsize SUV,Toyota RAV4,76.00,84.24
07/29/19,07/30/19,1,Luxury,Cadillac XTS,76.00,85.01
07/29/19,07/30/19,1,Premium Special,Chrysler 300,104.49,115.52
07/29/19,07/30/19,1,Standard SUV,Ford Edge,105.24,116.93
07/29/19,07/30/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/29/19,07/30/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/29/19,07/30/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/29/19,07/30/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/29/19,07/30/19,1,Sporty,Dodge Challenger,250.00,273.40
07/30/19,07/31/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/30/19,07/31/19,1,Compact,Nissan Versa,49.40,54.90
07/30/19,07/31/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/30/19,07/31/19,1,Standard,VW Jetta,53.20,59.11
07/30/19,07/31/19,1,Fullsize,Ford Fusion,55.10,61.43
07/30/19,07/31/19,1,Premium,Nissan Maxima,68.70,76.69
07/30/19,07/31/19,1,Luxury,Cadillac XTS,76.00,85.01
07/30/19,07/31/19,1,Midsize SUV,Toyota RAV4,94.10,103.88
07/30/19,07/31/19,1,Premium Special,Chrysler 300,104.49,115.52
07/30/19,07/31/19,1,Standard SUV,Ford Edge,105.72,117.45
07/30/19,07/31/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/30/19,07/31/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/30/19,07/31/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/30/19,07/31/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/30/19,07/31/19,1,Sporty,Dodge Challenger,250.00,273.40
07/31/19,08/01/19,1,Economy,Mitsubishi Mirage,47.50,52.84
07/31/19,08/01/19,1,Compact,Nissan Versa,49.40,54.90
07/31/19,08/01/19,1,Midsize,Hyundai Elantra,51.30,57.06
07/31/19,08/01/19,1,Standard,VW Jetta,53.20,59.11
07/31/19,08/01/19,1,Fullsize,Ford Fusion,55.10,61.43
07/31/19,08/01/19,1,Premium,Nissan Maxima,72.41,80.71
07/31/19,08/01/19,1,Luxury,Cadillac XTS,76.00,85.01
07/31/19,08/01/19,1,Midsize SUV,Toyota RAV4,79.80,88.36
07/31/19,08/01/19,1,Premium Special,Chrysler 300,104.49,115.52
07/31/19,08/01/19,1,Standard SUV,Ford Edge,105.72,117.45
07/31/19,08/01/19,1,Midsize Convertible,Mini Cooper Convertible,128.25,141.89
07/31/19,08/01/19,1,Convertible,Ford Mustang Convertible,133.00,147.05
07/31/19,08/01/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
07/31/19,08/01/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
07/31/19,08/01/19,1,Sporty,Dodge Challenger,250.00,273.40
08/01/19,08/02/19,1,Economy,Mitsubishi Mirage,47.50,52.84
08/01/19,08/02/19,1,Compact,Nissan Versa,49.40,54.90
08/01/19,08/02/19,1,Midsize,Hyundai Elantra,51.30,57.06
08/01/19,08/02/19,1,Standard,VW Jetta,53.20,59.11
08/01/19,08/02/19,1,Fullsize,Ford Fusion,55.10,61.43
08/01/19,08/02/19,1,Premium,Nissan Maxima,72.41,80.71
08/01/19,08/02/19,1,Midsize SUV,Toyota RAV4,74.10,82.18
08/01/19,08/02/19,1,Luxury,Cadillac XTS,76.00,85.01
08/01/19,08/02/19,1,Premium Special,Chrysler 300,104.49,115.52
08/01/19,08/02/19,1,Standard SUV,Ford Edge,107.34,119.20
08/01/19,08/02/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
08/01/19,08/02/19,1,Midsize Convertible,Mini Cooper Convertible,154.85,170.75
08/01/19,08/02/19,1,Convertible,Ford Mustang Convertible,159.60,175.91
08/01/19,08/02/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
08/01/19,08/02/19,1,Sporty,Dodge Challenger,250.00,273.40
08/02/19,08/03/19,1,Economy,Mitsubishi Mirage,47.50,52.84
08/02/19,08/03/19,1,Compact,Nissan Versa,49.40,54.90
08/02/19,08/03/19,1,Midsize,Hyundai Elantra,51.30,57.06
08/02/19,08/03/19,1,Standard,VW Jetta,53.20,59.11
08/02/19,08/03/19,1,Fullsize,Ford Fusion,55.10,61.43
08/02/19,08/03/19,1,Premium,Nissan Maxima,72.41,80.71
08/02/19,08/03/19,1,Midsize SUV,Toyota RAV4,75.47,83.66
08/02/19,08/03/19,1,Luxury,Cadillac XTS,76.00,85.01
08/02/19,08/03/19,1,Premium Special,Chrysler 300,104.49,115.52
08/02/19,08/03/19,1,Standard SUV,Ford Edge,109.40,121.44
08/02/19,08/03/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
08/02/19,08/03/19,1,Midsize Convertible,Mini Cooper Convertible,174.80,192.40
08/02/19,08/03/19,1,Convertible,Ford Mustang Convertible,179.54,197.54
08/02/19,08/03/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
08/02/19,08/03/19,1,Sporty,Dodge Challenger,250.00,273.40
08/03/19,08/04/19,1,Economy,Mitsubishi Mirage,47.50,52.84
08/03/19,08/04/19,1,Compact,Nissan Versa,49.40,54.90
08/03/19,08/04/19,1,Midsize,Hyundai Elantra,51.30,57.06
08/03/19,08/04/19,1,Standard,VW Jetta,53.20,59.11
08/03/19,08/04/19,1,Fullsize,Ford Fusion,55.10,61.43
08/03/19,08/04/19,1,Premium,Nissan Maxima,72.41,80.71
08/03/19,08/04/19,1,Midsize SUV,Toyota RAV4,75.47,83.66
08/03/19,08/04/19,1,Luxury,Cadillac XTS,76.00,85.01
08/03/19,08/04/19,1,Premium Special,Chrysler 300,104.49,115.52
08/03/19,08/04/19,1,Standard SUV,Ford Edge,109.40,121.44
08/03/19,08/04/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
08/03/19,08/04/19,1,Midsize Convertible,Mini Cooper Convertible,154.85,170.75
08/03/19,08/04/19,1,Convertible,Ford Mustang Convertible,159.60,175.91
08/03/19,08/04/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
08/03/19,08/04/19,1,Sporty,Dodge Challenger,250.00,273.40
08/04/19,08/05/19,1,Economy,Mitsubishi Mirage,47.50,52.84
08/04/19,08/05/19,1,Compact,Nissan Versa,49.40,54.90
08/04/19,08/05/19,1,Midsize,Hyundai Elantra,51.30,57.06
08/04/19,08/05/19,1,Standard,VW Jetta,53.20,59.11
08/04/19,08/05/19,1,Fullsize,Ford Fusion,55.10,61.43
08/04/19,08/05/19,1,Premium,Nissan Maxima,72.41,80.71
08/04/19,08/05/19,1,Luxury,Cadillac XTS,76.00,85.01
08/04/19,08/05/19,1,Midsize SUV,Toyota RAV4,78.90,87.39
08/04/19,08/05/19,1,Premium Special,Chrysler 300,104.49,115.52
08/04/19,08/05/19,1,Standard SUV,Ford Edge,136.98,151.36
08/04/19,08/05/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
08/04/19,08/05/19,1,Midsize Convertible,Mini Cooper Convertible,154.85,170.75
08/04/19,08/05/19,1,Convertible,Ford Mustang Convertible,159.60,175.91
08/04/19,08/05/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
08/04/19,08/05/19,1,Sporty,Dodge Challenger,250.00,273.40
08/05/19,08/06/19,1,Economy,Mitsubishi Mirage,53.46,59.30
08/05/19,08/06/19,1,Compact,Nissan Versa,55.60,61.63
08/05/19,08/06/19,1,Midsize,Hyundai Elantra,58.31,64.67
08/05/19,08/06/19,1,Standard,VW Jetta,62.57,69.28
08/05/19,08/06/19,1,Fullsize,Ford Fusion,63.50,70.55
08/05/19,08/06/19,1,Midsize SUV,Toyota RAV4,71.76,79.64
08/05/19,08/06/19,1,Premium,Nissan Maxima,76.85,85.53
08/05/19,08/06/19,1,Luxury,Cadillac XTS,87.04,96.99
08/05/19,08/06/19,1,Premium Special,Chrysler 300,104.49,115.52
08/05/19,08/06/19,1,Standard SUV,Ford Edge,132.05,146.01
08/05/19,08/06/19,1,Midsize Convertible,Mini Cooper Convertible,142.21,157.04
08/05/19,08/06/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
08/05/19,08/06/19,1,Convertible,Ford Mustang Convertible,146.96,162.19
08/05/19,08/06/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
08/05/19,08/06/19,1,Sporty,Dodge Challenger,250.00,273.40
08/06/19,08/07/19,1,Economy,Mitsubishi Mirage,54.82,60.78
