pickupDate,returnDate,period,carClass,carType,dailyPrice,totalPrice
09/25/19,09/26/19,1,Compact,Nissan Versa,86.24,94.87
09/25/19,09/26/19,1,Midsize,Hyundai Elantra,91.40,100.57
09/25/19,09/26/19,1,Premium Special,Chrysler 300,104.49,115.52
09/25/19,09/26/19,1,Standard,VW Jetta,110.03,120.77
09/25/19,09/26/19,1,Fullsize,Ford Fusion,110.98,122.06
09/25/19,09/26/19,1,Premium,Nissan Maxima,111.92,123.58
09/25/19,09/26/19,1,Midsize SUV,Toyota RAV4,114.68,126.21
09/25/19,09/26/19,1,Luxury,Cadillac XTS,121.74,134.64
09/25/19,09/26/19,1,Midsize Convertible,Mini Cooper Convertible,132.07,146.04
09/25/19,09/26/19,1,7 Passenger Minivan,Dodge Grand Caravan,137.54,151.08
09/25/19,09/26/19,1,Convertible,Ford Mustang Convertible,136.81,151.18
09/25/19,09/26/19,1,Standard SUV,Ford Edge,136.95,151.33
09/25/19,09/26/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/25/19,09/26/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
09/25/19,09/26/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
09/25/19,09/26/19,1,Fullsize SUV,Ford Expedition,176.16,194.38
09/25/19,09/26/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/25/19,09/26/19,1,Sporty,Dodge Challenger,250.00,273.40
09/26/19,09/27/19,1,Economy,Mitsubishi Mirage,76.32,84.11
09/26/19,09/27/19,1,Compact,Nissan Versa,83.36,91.75
09/26/19,09/27/19,1,Midsize,Hyundai Elantra,88.34,97.25
09/26/19,09/27/19,1,Standard,VW Jetta,91.52,100.69
09/26/19,09/27/19,1,Fullsize,Ford Fusion,91.52,100.95
09/26/19,09/27/19,1,Premium,Nissan Maxima,97.41,107.84
09/26/19,09/27/19,1,Premium Special,Chrysler 300,104.49,115.52
09/26/19,09/27/19,1,Midsize SUV,Toyota RAV4,109.55,120.64
09/26/19,09/27/19,1,Luxury,Cadillac XTS,121.74,134.64
09/26/19,09/27/19,1,7 Passenger Minivan,Dodge Grand Caravan,125.79,138.33
09/26/19,09/27/19,1,Midsize Convertible,Mini Cooper Convertible,129.11,142.82
09/26/19,09/27/19,1,Standard SUV,Ford Edge,130.54,144.38
09/26/19,09/27/19,1,Convertible,Ford Mustang Convertible,133.87,147.99
09/26/19,09/27/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/26/19,09/27/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
09/26/19,09/27/19,1,Fullsize SUV,Ford Expedition,148.20,164.05
09/26/19,09/27/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
09/26/19,09/27/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/26/19,09/27/19,1,Sporty,Dodge Challenger,250.00,273.40
09/27/19,09/28/19,1,Economy,Mitsubishi Mirage,76.32,84.11
09/27/19,09/28/19,1,Compact,Nissan Versa,79.83,87.92
09/27/19,09/28/19,1,Midsize,Hyundai Elantra,85.03,93.66
09/27/19,09/28/19,1,Standard,VW Jetta,91.52,100.69
09/27/19,09/28/19,1,Fullsize,Ford Fusion,91.52,100.95
09/27/19,09/28/19,1,Premium,Nissan Maxima,97.41,107.84
09/27/19,09/28/19,1,Premium Special,Chrysler 300,104.49,115.52
09/27/19,09/28/19,1,7 Passenger Minivan,Dodge Grand Caravan,107.55,118.54
09/27/19,09/28/19,1,Midsize SUV,Toyota RAV4,109.55,120.64
09/27/19,09/28/19,1,Luxury,Cadillac XTS,119.97,132.72
09/27/19,09/28/19,1,Midsize Convertible,Mini Cooper Convertible,129.11,142.82
09/27/19,09/28/19,1,Standard SUV,Ford Edge,130.54,144.38
09/27/19,09/28/19,1,Convertible,Ford Mustang Convertible,133.87,147.99
09/27/19,09/28/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/27/19,09/28/19,1,Fullsize SUV,Ford Expedition,148.20,164.05
09/27/19,09/28/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
09/27/19,09/28/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
09/27/19,09/28/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/27/19,09/28/19,1,Sporty,Dodge Challenger,250.00,273.40
09/28/19,09/29/19,1,Economy,Mitsubishi Mirage,76.32,84.11
09/28/19,09/29/19,1,Compact,Nissan Versa,79.83,87.92
09/28/19,09/29/19,1,Midsize,Hyundai Elantra,86.54,95.30
09/28/19,09/29/19,1,Standard,VW Jetta,91.52,100.69
09/28/19,09/29/19,1,Fullsize,Ford Fusion,91.52,100.95
09/28/19,09/29/19,1,Premium,Nissan Maxima,96.54,106.90
09/28/19,09/29/19,1,Premium Special,Chrysler 300,104.49,115.52
09/28/19,09/29/19,1,Midsize SUV,Toyota RAV4,109.55,120.64
09/28/19,09/29/19,1,Luxury,Cadillac XTS,117.78,130.34
09/28/19,09/29/19,1,7 Passenger Minivan,Dodge Grand Caravan,125.51,138.03
09/28/19,09/29/19,1,Midsize Convertible,Mini Cooper Convertible,129.11,142.82
09/28/19,09/29/19,1,Standard SUV,Ford Edge,130.54,144.38
09/28/19,09/29/19,1,Convertible,Ford Mustang Convertible,133.87,147.99
09/28/19,09/29/19,1,Premium Crossover,Volkswagen Atlas,138.70,153.23
09/28/19,09/29/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/28/19,09/29/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
09/28/19,09/29/19,1,Fullsize SUV,Ford Expedition,148.20,164.05
09/28/19,09/29/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/28/19,09/29/19,1,Sporty,Dodge Challenger,250.00,273.40
09/29/19,09/30/19,1,Economy,Mitsubishi Mirage,76.32,84.11
09/29/19,09/30/19,1,Compact,Nissan Versa,79.83,87.92
09/29/19,09/30/19,1,Midsize,Hyundai Elantra,83.51,92.01
09/29/19,09/30/19,1,Standard,VW Jetta,91.52,100.69
09/29/19,09/30/19,1,Fullsize,Ford Fusion,91.52,100.95
09/29/19,09/30/19,1,Premium,Nissan Maxima,96.54,106.90
09/29/19,09/30/19,1,Premium Special,Chrysler 300,104.49,115.52
09/29/19,09/30/19,1,Midsize SUV,Toyota RAV4,109.55,120.64
09/29/19,09/30/19,1,Luxury,Cadillac XTS,117.78,130.34
09/29/19,09/30/19,1,7 Passenger Minivan,Dodge Grand Caravan,125.51,138.03
09/29/19,09/30/19,1,Midsize Convertible,Mini Cooper Convertible,129.11,142.82
09/29/19,09/30/19,1,Standard SUV,Ford Edge,130.54,144.38
09/29/19,09/30/19,1,Convertible,Ford Mustang Convertible,133.87,147.99
09/29/19,09/30/19,1,Premium SUV ,Chevy Suburban,138.67,154.03
09/29/19,09/30/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/29/19,09/30/19,1,Fullsize SUV,Ford Expedition,145.24,160.84
09/29/19,09/30/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
09/29/19,09/30/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/29/19,09/30/19,1,Sporty,Dodge Challenger,250.00,273.40
09/30/19,10/01/19,1,Economy,Mitsubishi Mirage,88.99,97.85
09/30/19,10/01/19,1,Compact,Nissan Versa,89.95,98.90
09/30/19,10/01/19,1,Midsize,Hyundai Elantra,92.94,102.24
09/30/19,10/01/19,1,Premium Special,Chrysler 300,104.49,115.52
09/30/19,10/01/19,1,Standard,VW Jetta,113.54,124.58
09/30/19,10/01/19,1,Fullsize,Ford Fusion,114.49,125.87
09/30/19,10/01/19,1,Premium,Nissan Maxima,115.44,127.40
09/30/19,10/01/19,1,Midsize SUV,Toyota RAV4,116.72,128.42
09/30/19,10/01/19,1,Luxury,Cadillac XTS,121.74,134.64
09/30/19,10/01/19,1,Convertible,Ford Mustang Convertible,135.52,149.78
09/30/19,10/01/19,1,Premium Crossover,Volkswagen Atlas,136.00,150.30
09/30/19,10/01/19,1,Midsize Convertible,Mini Cooper Convertible,136.59,150.94
09/30/19,10/01/19,1,7 Passenger Minivan,Dodge Grand Caravan,137.54,151.08
09/30/19,10/01/19,1,Standard SUV,Ford Edge,139.00,153.56
09/30/19,10/01/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
09/30/19,10/01/19,1,Fullsize SUV,Ford Expedition,145.50,161.12
09/30/19,10/01/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
09/30/19,10/01/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
09/30/19,10/01/19,1,Sporty,Dodge Challenger,250.00,273.40
10/01/19,10/02/19,1,Economy,Mitsubishi Mirage,88.34,97.15
10/01/19,10/02/19,1,Compact,Nissan Versa,89.30,98.19
10/01/19,10/02/19,1,Midsize,Hyundai Elantra,91.98,101.20
10/01/19,10/02/19,1,Premium Special,Chrysler 300,104.49,115.52
10/01/19,10/02/19,1,Standard,VW Jetta,109.91,120.64
10/01/19,10/02/19,1,Fullsize,Ford Fusion,110.87,121.94
10/01/19,10/02/19,1,Premium,Nissan Maxima,111.81,123.46
10/01/19,10/02/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/01/19,10/02/19,1,Luxury,Cadillac XTS,119.62,132.34
10/01/19,10/02/19,1,Midsize Convertible,Mini Cooper Convertible,123.50,136.74
10/01/19,10/02/19,1,Convertible,Ford Mustang Convertible,128.25,141.89
10/01/19,10/02/19,1,7 Passenger Minivan,Dodge Grand Caravan,131.81,144.86
10/01/19,10/02/19,1,Standard SUV,Ford Edge,137.28,151.69
10/01/19,10/02/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/01/19,10/02/19,1,Fullsize SUV,Ford Expedition,145.24,160.84
10/01/19,10/02/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
10/01/19,10/02/19,1,Premium SUV ,Chevy Suburban,153.10,169.68
10/01/19,10/02/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/01/19,10/02/19,1,Sporty,Dodge Challenger,250.00,273.40
10/02/19,10/03/19,1,Economy,Mitsubishi Mirage,85.50,94.07
10/02/19,10/03/19,1,Compact,Nissan Versa,86.45,95.10
10/02/19,10/03/19,1,Midsize,Hyundai Elantra,91.98,101.20
10/02/19,10/03/19,1,Premium Special,Chrysler 300,104.49,115.52
10/02/19,10/03/19,1,Standard,VW Jetta,110.20,120.96
10/02/19,10/03/19,1,Fullsize,Ford Fusion,111.15,122.25
10/02/19,10/03/19,1,Premium,Nissan Maxima,112.10,123.78
10/02/19,10/03/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/02/19,10/03/19,1,Luxury,Cadillac XTS,121.74,134.64
10/02/19,10/03/19,1,Midsize Convertible,Mini Cooper Convertible,130.06,143.86
10/02/19,10/03/19,1,Convertible,Ford Mustang Convertible,134.79,148.99
10/02/19,10/03/19,1,7 Passenger Minivan,Dodge Grand Caravan,135.79,149.18
10/02/19,10/03/19,1,Standard SUV,Ford Edge,137.28,151.69
10/02/19,10/03/19,1,Premium Crossover,Volkswagen Atlas,141.54,156.31
10/02/19,10/03/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/02/19,10/03/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/02/19,10/03/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/02/19,10/03/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/02/19,10/03/19,1,Sporty,Dodge Challenger,250.00,273.40
10/03/19,10/04/19,1,Economy,Mitsubishi Mirage,77.27,85.14
10/03/19,10/04/19,1,Compact,Nissan Versa,83.60,92.01
10/03/19,10/04/19,1,Midsize,Hyundai Elantra,88.34,97.25
10/03/19,10/04/19,1,Standard,VW Jetta,92.14,101.36
10/03/19,10/04/19,1,Fullsize,Ford Fusion,93.10,102.66
10/03/19,10/04/19,1,Premium,Nissan Maxima,98.35,108.86
10/03/19,10/04/19,1,Premium Special,Chrysler 300,104.49,115.52
10/03/19,10/04/19,1,Midsize SUV,Toyota RAV4,110.51,121.68
10/03/19,10/04/19,1,Luxury,Cadillac XTS,121.74,134.64
10/03/19,10/04/19,1,Midsize Convertible,Mini Cooper Convertible,123.50,136.74
10/03/19,10/04/19,1,7 Passenger Minivan,Dodge Grand Caravan,127.68,140.38
10/03/19,10/04/19,1,Convertible,Ford Mustang Convertible,128.25,141.89
10/03/19,10/04/19,1,Standard SUV,Ford Edge,134.34,148.50
10/03/19,10/04/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/03/19,10/04/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/03/19,10/04/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
10/03/19,10/04/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
10/03/19,10/04/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/03/19,10/04/19,1,Sporty,Dodge Challenger,250.00,273.40
10/04/19,10/05/19,1,Economy,Mitsubishi Mirage,77.27,85.14
10/04/19,10/05/19,1,Compact,Nissan Versa,79.83,87.92
10/04/19,10/05/19,1,Midsize,Hyundai Elantra,83.51,92.01
10/04/19,10/05/19,1,Standard,VW Jetta,92.14,101.36
10/04/19,10/05/19,1,Fullsize,Ford Fusion,93.10,102.66
10/04/19,10/05/19,1,Premium,Nissan Maxima,96.54,106.90
10/04/19,10/05/19,1,Midsize SUV,Toyota RAV4,104.11,114.74
10/04/19,10/05/19,1,Premium Special,Chrysler 300,104.49,115.52
10/04/19,10/05/19,1,7 Passenger Minivan,Dodge Grand Caravan,108.51,119.58
10/04/19,10/05/19,1,Luxury,Cadillac XTS,117.78,130.34
10/04/19,10/05/19,1,Midsize Convertible,Mini Cooper Convertible,120.60,133.59
10/04/19,10/05/19,1,Convertible,Ford Mustang Convertible,125.36,138.76
10/04/19,10/05/19,1,Standard SUV,Ford Edge,127.93,141.54
10/04/19,10/05/19,1,Fullsize SUV,Ford Expedition,137.60,152.55
10/04/19,10/05/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/04/19,10/05/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
10/04/19,10/05/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
10/04/19,10/05/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/04/19,10/05/19,1,Sporty,Dodge Challenger,250.00,273.40
10/05/19,10/06/19,1,Economy,Mitsubishi Mirage,77.27,85.14
10/05/19,10/06/19,1,Compact,Nissan Versa,79.83,87.92
10/05/19,10/06/19,1,Midsize,Hyundai Elantra,85.03,93.66
10/05/19,10/06/19,1,Standard,VW Jetta,92.14,101.36
10/05/19,10/06/19,1,Fullsize,Ford Fusion,93.10,102.66
10/05/19,10/06/19,1,Premium,Nissan Maxima,96.54,106.90
10/05/19,10/06/19,1,Midsize SUV,Toyota RAV4,104.11,114.74
10/05/19,10/06/19,1,Premium Special,Chrysler 300,104.49,115.52
10/05/19,10/06/19,1,Luxury,Cadillac XTS,117.78,130.34
10/05/19,10/06/19,1,7 Passenger Minivan,Dodge Grand Caravan,119.84,131.88
10/05/19,10/06/19,1,Standard SUV,Ford Edge,127.93,141.54
10/05/19,10/06/19,1,Midsize Convertible,Mini Cooper Convertible,130.07,143.87
10/05/19,10/06/19,1,Convertible,Ford Mustang Convertible,134.81,149.01
10/05/19,10/06/19,1,Fullsize SUV,Ford Expedition,137.60,152.55
10/05/19,10/06/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/05/19,10/06/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
10/05/19,10/06/19,1,Premium Crossover,Volkswagen Atlas,151.78,167.42
10/05/19,10/06/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/05/19,10/06/19,1,Sporty,Dodge Challenger,250.00,273.40
10/06/19,10/07/19,1,Economy,Mitsubishi Mirage,77.27,85.14
10/06/19,10/07/19,1,Compact,Nissan Versa,79.83,87.92
10/06/19,10/07/19,1,Midsize,Hyundai Elantra,83.51,92.01
10/06/19,10/07/19,1,Standard,VW Jetta,92.14,101.36
10/06/19,10/07/19,1,Fullsize,Ford Fusion,93.10,102.66
10/06/19,10/07/19,1,Premium,Nissan Maxima,96.54,106.90
10/06/19,10/07/19,1,Midsize SUV,Toyota RAV4,104.11,114.74
10/06/19,10/07/19,1,Premium Special,Chrysler 300,104.49,115.52
10/06/19,10/07/19,1,Luxury,Cadillac XTS,117.78,130.34
10/06/19,10/07/19,1,7 Passenger Minivan,Dodge Grand Caravan,119.84,131.88
10/06/19,10/07/19,1,Standard SUV,Ford Edge,127.93,141.54
10/06/19,10/07/19,1,Midsize Convertible,Mini Cooper Convertible,130.07,143.87
10/06/19,10/07/19,1,Convertible,Ford Mustang Convertible,132.47,146.47
10/06/19,10/07/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/06/19,10/07/19,1,Premium SUV ,Chevy Suburban,145.71,161.67
10/06/19,10/07/19,1,Premium Crossover,Volkswagen Atlas,151.05,166.63
10/06/19,10/07/19,1,Fullsize SUV,Ford Expedition,151.05,167.14
10/06/19,10/07/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/06/19,10/07/19,1,Sporty,Dodge Challenger,250.00,273.40
10/07/19,10/08/19,1,Economy,Mitsubishi Mirage,85.50,94.07
10/07/19,10/08/19,1,Compact,Nissan Versa,86.45,95.10
10/07/19,10/08/19,1,Midsize,Hyundai Elantra,95.23,104.72
10/07/19,10/08/19,1,Premium Special,Chrysler 300,104.49,115.52
10/07/19,10/08/19,1,Standard,VW Jetta,109.91,120.64
10/07/19,10/08/19,1,Fullsize,Ford Fusion,109.91,120.90
10/07/19,10/08/19,1,Premium,Nissan Maxima,111.81,123.46
10/07/19,10/08/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/07/19,10/08/19,1,Luxury,Cadillac XTS,119.62,132.34
10/07/19,10/08/19,1,Midsize Convertible,Mini Cooper Convertible,123.50,136.74
10/07/19,10/08/19,1,Convertible,Ford Mustang Convertible,128.25,141.89
10/07/19,10/08/19,1,7 Passenger Minivan,Dodge Grand Caravan,135.79,149.18
10/07/19,10/08/19,1,Standard SUV,Ford Edge,137.28,151.69
10/07/19,10/08/19,1,Premium Crossover,Volkswagen Atlas,141.54,156.31
10/07/19,10/08/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/07/19,10/08/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/07/19,10/08/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/07/19,10/08/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/07/19,10/08/19,1,Sporty,Dodge Challenger,250.00,273.40
10/08/19,10/09/19,1,Economy,Mitsubishi Mirage,85.50,94.07
10/08/19,10/09/19,1,Compact,Nissan Versa,86.45,95.10
10/08/19,10/09/19,1,Midsize,Hyundai Elantra,91.98,101.20
10/08/19,10/09/19,1,Premium Special,Chrysler 300,104.49,115.52
10/08/19,10/09/19,1,Standard,VW Jetta,109.91,120.64
10/08/19,10/09/19,1,Fullsize,Ford Fusion,110.87,121.94
10/08/19,10/09/19,1,Premium,Nissan Maxima,111.81,123.46
10/08/19,10/09/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/08/19,10/09/19,1,Luxury,Cadillac XTS,119.62,132.34
10/08/19,10/09/19,1,Midsize Convertible,Mini Cooper Convertible,123.50,136.74
10/08/19,10/09/19,1,Convertible,Ford Mustang Convertible,128.25,141.89
10/08/19,10/09/19,1,7 Passenger Minivan,Dodge Grand Caravan,131.81,144.86
10/08/19,10/09/19,1,Standard SUV,Ford Edge,137.28,151.69
10/08/19,10/09/19,1,Premium Crossover,Volkswagen Atlas,141.54,156.31
10/08/19,10/09/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/08/19,10/09/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/08/19,10/09/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/08/19,10/09/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/08/19,10/09/19,1,Sporty,Dodge Challenger,250.00,273.40
10/09/19,10/10/19,1,Economy,Mitsubishi Mirage,85.50,94.07
10/09/19,10/10/19,1,Compact,Nissan Versa,86.45,95.10
10/09/19,10/10/19,1,Midsize,Hyundai Elantra,95.23,104.72
10/09/19,10/10/19,1,Standard,VW Jetta,102.63,112.74
10/09/19,10/10/19,1,Fullsize,Ford Fusion,103.59,114.05
10/09/19,10/10/19,1,Premium Special,Chrysler 300,104.49,115.52
10/09/19,10/10/19,1,Premium,Nissan Maxima,104.53,115.57
10/09/19,10/10/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/09/19,10/10/19,1,Luxury,Cadillac XTS,119.62,132.34
10/09/19,10/10/19,1,Midsize Convertible,Mini Cooper Convertible,133.94,148.06
10/09/19,10/10/19,1,7 Passenger Minivan,Dodge Grand Caravan,135.79,149.18
10/09/19,10/10/19,1,Standard SUV,Ford Edge,137.28,151.69
10/09/19,10/10/19,1,Convertible,Ford Mustang Convertible,138.70,153.23
10/09/19,10/10/19,1,Premium Crossover,Volkswagen Atlas,141.54,156.31
10/09/19,10/10/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/09/19,10/10/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/09/19,10/10/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/09/19,10/10/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/09/19,10/10/19,1,Sporty,Dodge Challenger,250.00,273.40
10/10/19,10/11/19,1,Economy,Mitsubishi Mirage,82.65,90.98
10/10/19,10/11/19,1,Compact,Nissan Versa,83.60,92.01
10/10/19,10/11/19,1,Midsize,Hyundai Elantra,88.34,97.25
10/10/19,10/11/19,1,Standard,VW Jetta,92.14,101.36
10/10/19,10/11/19,1,Fullsize,Ford Fusion,93.10,102.66
10/10/19,10/11/19,1,Premium,Nissan Maxima,102.60,113.47
10/10/19,10/11/19,1,Premium Special,Chrysler 300,104.49,115.52
10/10/19,10/11/19,1,Midsize SUV,Toyota RAV4,113.92,125.38
10/10/19,10/11/19,1,Luxury,Cadillac XTS,121.74,134.64
10/10/19,10/11/19,1,Midsize Convertible,Mini Cooper Convertible,123.50,136.74
10/10/19,10/11/19,1,Convertible,Ford Mustang Convertible,128.25,141.89
10/10/19,10/11/19,1,Standard SUV,Ford Edge,137.28,151.69
10/10/19,10/11/19,1,7 Passenger Minivan,Dodge Grand Caravan,138.70,152.34
10/10/19,10/11/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/10/19,10/11/19,1,Fullsize SUV,Ford Expedition,144.40,159.92
10/10/19,10/11/19,1,Premium Crossover,Volkswagen Atlas,152.00,167.66
10/10/19,10/11/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/10/19,10/11/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/10/19,10/11/19,1,Sporty,Dodge Challenger,250.00,273.40
10/11/19,10/12/19,1,Economy,Mitsubishi Mirage,78.89,86.90
10/11/19,10/12/19,1,Compact,Nissan Versa,79.83,87.92
10/11/19,10/12/19,1,Midsize,Hyundai Elantra,83.51,92.01
10/11/19,10/12/19,1,Standard,VW Jetta,92.14,101.36
10/11/19,10/12/19,1,Fullsize,Ford Fusion,93.10,102.66
10/11/19,10/12/19,1,Premium,Nissan Maxima,96.54,106.90
10/11/19,10/12/19,1,Midsize SUV,Toyota RAV4,104.11,114.74
10/11/19,10/12/19,1,Premium Special,Chrysler 300,104.49,115.52
10/11/19,10/12/19,1,7 Passenger Minivan,Dodge Grand Caravan,114.00,125.54
10/11/19,10/12/19,1,Standard SUV,Ford Edge,115.12,127.65
10/11/19,10/12/19,1,Luxury,Cadillac XTS,117.78,130.34
10/11/19,10/12/19,1,Midsize Convertible,Mini Cooper Convertible,120.60,133.59
10/11/19,10/12/19,1,Convertible,Ford Mustang Convertible,125.36,138.76
10/11/19,10/12/19,1,Premium Crossover,Volkswagen Atlas,128.10,141.73
10/11/19,10/12/19,1,Fullsize SUV,Ford Expedition,137.60,152.55
10/11/19,10/12/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/11/19,10/12/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/11/19,10/12/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/11/19,10/12/19,1,Sporty,Dodge Challenger,250.00,273.40
10/12/19,10/13/19,1,Economy,Mitsubishi Mirage,74.66,82.31
10/12/19,10/13/19,1,Compact,Nissan Versa,80.80,88.97
10/12/19,10/13/19,1,Midsize,Hyundai Elantra,85.96,94.67
10/12/19,10/13/19,1,Standard,VW Jetta,89.33,98.31
10/12/19,10/13/19,1,Fullsize,Ford Fusion,90.29,99.61
10/12/19,10/13/19,1,Premium,Nissan Maxima,95.03,105.26
10/12/19,10/13/19,1,Premium Special,Chrysler 300,104.49,115.52
10/12/19,10/13/19,1,Midsize SUV,Toyota RAV4,105.16,115.88
10/12/19,10/13/19,1,Luxury,Cadillac XTS,118.69,131.33
10/12/19,10/13/19,1,7 Passenger Minivan,Dodge Grand Caravan,121.34,133.50
10/12/19,10/13/19,1,Midsize Convertible,Mini Cooper Convertible,125.39,138.79
10/12/19,10/13/19,1,Standard SUV,Ford Edge,128.40,142.05
10/12/19,10/13/19,1,Convertible,Ford Mustang Convertible,130.12,143.92
10/12/19,10/13/19,1,Fullsize SUV,Ford Expedition,138.41,153.42
10/12/19,10/13/19,1,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,157.99
10/12/19,10/13/19,1,Premium Crossover,Volkswagen Atlas,151.78,167.42
10/12/19,10/13/19,1,Premium SUV ,Chevy Suburban,160.86,178.10
10/12/19,10/13/19,1,Compact SUV,Ford Eco Sport,219.99,240.47
10/12/19,10/13/19,1,Sporty,Dodge Challenger,250.00,273.40
07/14/19,07/16/19,2,Economy,Mitsubishi Mirage,51.59,114.55
07/14/19,07/16/19,2,Compact,Nissan Versa,52.47,116.46
07/14/19,07/16/19,2,Midsize,Hyundai Elantra,54.48,121.02
07/14/19,07/16/19,2,Standard,VW Jetta,57.50,127.56
07/14/19,07/16/19,2,Fullsize,Ford Fusion,57.67,128.44
07/14/19,07/16/19,2,Premium,Nissan Maxima,66.50,148.61
07/14/19,07/16/19,2,Convertible,Ford Mustang Convertible,69.07,155.36
07/14/19,07/16/19,2,Midsize Convertible,Mini Cooper Convertible,76.00,170.40
07/14/19,07/16/19,2,Luxury,Cadillac XTS,78.85,176.20
07/14/19,07/16/19,2,Midsize SUV,Toyota RAV4,91.32,201.72
07/14/19,07/16/19,2,Standard SUV,Ford Edge,92.27,205.71
07/14/19,07/16/19,2,Premium Special,Chrysler 300,104.49,231.04
07/14/19,07/16/19,2,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,315.98
07/14/19,07/16/19,2,7 Passenger Minivan,Dodge Grand Caravan,178.56,391.18
07/14/19,07/16/19,2,Compact SUV,Ford Eco Sport,219.99,480.94
07/14/19,07/16/19,2,Sporty,Dodge Challenger,243.75,533.24
07/15/19,07/17/19,2,Economy,Mitsubishi Mirage,48.88,108.67
07/15/19,07/17/19,2,Compact,Nissan Versa,49.83,110.73
07/15/19,07/17/19,2,Midsize,Hyundai Elantra,51.30,114.12
07/15/19,07/17/19,2,Standard,VW Jetta,57.07,126.62
